DATE,SORTER TYPE,DATA TYPE,LENGTH,SWAPS,COMPARITIONS,NANO TIME
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,879,32280082
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,1839,14825751
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,2826,11748717
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,3822,2304419
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,4821,11480851
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,4821,12297063
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,8465,15387621
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,9873,4725646
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,11434,7805622
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,12856,3439091
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,14715,2250466
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,14715,12051036
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,17249,8606917
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,19877,4339087
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,22616,7529415
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,26147,10277922
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,27805,2265610
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,27805,3728833
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,87,1543144
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,183,170402
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,282,707803
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,282,1512543
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,618,1341878
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,757,316647
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,946,293031
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,946,5727969
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,1181,370252
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,1434,399784
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,1712,506525
28/08/2016 19:53:21,SHELL,class java.lang.String,0,0,1712,2683227
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,6,18672
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,15,23400
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,15,3321321
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,23,23376
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,36,30696
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,36,10383619
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,44,22440
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,69,48312
28/08/2016 19:53:21,SHELL,class java.lang.Integer,0,0,69,4812504
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,879,879,21120566
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,1839,1839,9290862
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,2826,2826,931605
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,3822,3822,812360
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,4821,4821,865916
28/08/2016 19:56:49,SHELL,class java.lang.Integer,1000,4821,4821,3069414
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,9344,8465,3287360
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,13491,12475,8156647
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,19281,18198,8817926
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,26466,25362,9579549
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,35413,34302,5468754
28/08/2016 19:56:50,SHELL,class java.lang.Integer,1000,35413,34302,18413243
28/08/2016 19:56:50,SHELL,class java.lang.String,100,87,87,350320
28/08/2016 19:56:50,SHELL,class java.lang.String,100,183,183,1948903
28/08/2016 19:56:50,SHELL,class java.lang.String,100,282,282,1607355
28/08/2016 19:56:50,SHELL,class java.lang.String,100,282,282,11669681
28/08/2016 19:56:50,SHELL,class java.lang.String,100,705,618,192650
28/08/2016 19:56:50,SHELL,class java.lang.String,100,1140,1035,576761
28/08/2016 19:56:50,SHELL,class java.lang.String,100,1774,1662,626790
28/08/2016 19:56:50,SHELL,class java.lang.String,100,1774,1662,7964010
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,6,6,55261
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,15,15,12372
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,15,15,5189379
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,29,23,13632
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,71,60,26400
28/08/2016 19:56:50,SHELL,class java.lang.Integer,10,71,60,4388491
28/08/2016 20:11:39,SHELL,class java.lang.Integer,3,5,3,10431189
28/08/2016 20:11:39,SHELL,class java.lang.Integer,3,5,3,150050800
28/08/2016 20:13:43,H,class java.lang.Integer,3,1,1,196863
28/08/2016 20:15:30,H,class java.lang.Integer,3,2,2,215223
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,879,879,13810536
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,1839,1839,4346660
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,2826,2826,1338537
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,3822,3822,5175885
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,4821,4821,1198915
28/08/2016 20:15:48,SHELL,class java.lang.Integer,1000,4821,4821,7498654
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,9344,8465,19783847
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,13491,12475,25737128
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,19281,18198,33548890
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,26466,25362,31568799
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,35413,34302,26480311
28/08/2016 20:15:49,SHELL,class java.lang.Integer,1000,35413,34302,37896918
28/08/2016 20:15:49,SHELL,class java.lang.String,100,87,87,402450
28/08/2016 20:15:49,SHELL,class java.lang.String,100,183,183,3210662
28/08/2016 20:15:49,SHELL,class java.lang.String,100,282,282,3041916
28/08/2016 20:15:49,SHELL,class java.lang.String,100,282,282,6155989
28/08/2016 20:15:49,SHELL,class java.lang.String,100,705,618,215980
28/08/2016 20:15:49,SHELL,class java.lang.String,100,1140,1035,1496255
28/08/2016 20:15:49,SHELL,class java.lang.String,100,1774,1662,333798
28/08/2016 20:15:49,SHELL,class java.lang.String,100,1774,1662,6486258
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,6,6,8916
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,15,15,14976
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,15,15,3252495
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,29,23,12732
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,71,60,30829
28/08/2016 20:15:49,SHELL,class java.lang.Integer,10,71,60,11390087
28/08/2016 20:17:04,SHELL,class java.lang.Integer,3,3,3,258790
28/08/2016 20:17:04,SHELL,class java.lang.Integer,3,3,3,123781091
28/08/2016 20:18:30,SHELL,class java.lang.Integer,3,2,2,34745627973
28/08/2016 20:18:54,SHELL,class java.lang.Integer,3,2,2,59439668905
28/08/2016 20:19:20,SHELL,class java.lang.Integer,3,3,3,1606963
28/08/2016 20:19:20,SHELL,class java.lang.Integer,3,3,3,187460357
28/08/2016 20:20:03,SHELL,class java.lang.Integer,3,3,2,2576028
28/08/2016 20:20:03,SHELL,class java.lang.Integer,3,3,2,165193474
28/08/2016 20:22:32,SHELL,class java.lang.Integer,3,4,3,282524
28/08/2016 20:22:32,SHELL,class java.lang.Integer,3,4,3,291815306
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,4523,3644,62406924
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,8670,7654,14775474
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,14460,13377,11690197
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,21645,20541,6790420
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,30592,29481,17902044
28/08/2016 20:22:46,SHELL,class java.lang.Integer,1000,30592,29481,20985461
28/08/2016 20:22:46,SHELL,class java.lang.String,100,423,336,7714122
28/08/2016 20:22:46,SHELL,class java.lang.String,100,858,753,667531
28/08/2016 20:22:46,SHELL,class java.lang.String,100,1492,1380,1590118
28/08/2016 20:22:46,SHELL,class java.lang.String,100,1492,1380,16498723
28/08/2016 20:22:46,SHELL,class java.lang.Integer,10,14,8,51721
28/08/2016 20:22:46,SHELL,class java.lang.Integer,10,56,45,27936
28/08/2016 20:22:46,SHELL,class java.lang.Integer,10,56,45,15073862
28/08/2016 20:48:19,SHELL,class java.lang.Integer,1000,4523,3644,363172450
28/08/2016 20:48:29,SHELL,class java.lang.Integer,1000,8670,7654,343051590
28/08/2016 20:48:34,SHELL,class java.lang.Integer,1000,14460,13377,546714420
28/08/2016 20:48:37,SHELL,class java.lang.Integer,1000,21645,20541,583246322
28/08/2016 20:48:40,SHELL,class java.lang.Integer,1000,30592,29481,736012071
28/08/2016 20:48:42,SHELL,class java.lang.Integer,1000,30592,29481,2517415869
28/08/2016 20:49:08,SHELL,class java.lang.String,100,423,336,25783351
28/08/2016 20:49:08,SHELL,class java.lang.String,100,858,753,905273
28/08/2016 20:49:08,SHELL,class java.lang.String,100,1492,1380,798099
28/08/2016 20:49:08,SHELL,class java.lang.String,100,1492,1380,8735309
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,4524,3644,35841613
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,8672,7654,12245624
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,14463,13377,4863520
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,21649,20541,17028523
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,30597,29481,24265492
28/08/2016 20:53:05,SHELL,class java.lang.Integer,1000,30597,29481,26761012
28/08/2016 20:53:05,SHELL,class java.lang.String,100,424,336,9810815
28/08/2016 20:53:05,SHELL,class java.lang.String,100,860,753,1285856
28/08/2016 20:53:05,SHELL,class java.lang.String,100,1495,1380,539957
28/08/2016 20:53:05,SHELL,class java.lang.String,100,1495,1380,6790018
28/08/2016 20:53:06,SHELL,class java.lang.Integer,10,15,8,85888
28/08/2016 20:53:06,SHELL,class java.lang.Integer,10,58,45,39998
28/08/2016 20:53:06,SHELL,class java.lang.Integer,10,58,45,2372309
28/08/2016 22:06:12,SHELL,class java.lang.Integer,42,47,37,6124284259
28/08/2016 22:06:12,SHELL,class java.lang.Integer,42,129,113,397885743
28/08/2016 22:06:13,SHELL,class java.lang.Integer,42,256,239,577875116
28/08/2016 22:06:13,SHELL,class java.lang.Integer,42,256,239,579743293
28/08/2016 22:11:01,SHELL,class java.lang.Integer,0,0,42,40783374743
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,879,20434351
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,1839,2097068
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,2826,7523617
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,3822,8458449
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,4821,1049830
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,4821,2363401
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,8465,5714399
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,17041,13303346
28/08/2016 22:13:42,SHELL,class java.lang.Integer,0,0,50906,41800184
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,62617,19432089
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,63616,672026
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,63616,2333113
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,66319,4639790
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,75038,13998054
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,93094,6879504
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,94320,263489
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,95319,215837
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,95319,1996662
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,87,350563
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,183,17497351
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,282,13940824
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,282,14690384
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,618,147687
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,1654,316867
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,2993,6384470
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,2993,12159039
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,3219,79081
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,4061,3079900
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,6767,6137853
28/08/2016 22:13:43,SHELL,class java.lang.String,0,0,6767,6927709
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,6,46153
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,15,6648
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,15,796649
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,23,7980
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,58,11689
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,58,705819
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,66,9433
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,101,12648
28/08/2016 22:13:43,SHELL,class java.lang.Integer,0,0,101,700742
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,880,879,42370191
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,1841,1839,12042178
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,2829,2826,4983021
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,3826,3822,1018651
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,4826,4821,1159704
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,4826,4821,7797395
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,9350,8465,9088563
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,18603,17041,9300490
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,53318,50906,39434806
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,65087,62617,10350041
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,66087,63616,873267
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,66087,63616,1628534
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,69398,66483,2656929
28/08/2016 22:15:54,SHELL,class java.lang.Integer,1000,78781,75319,8245621
28/08/2016 22:15:55,SHELL,class java.lang.Integer,1000,103228,99294,12966626
28/08/2016 22:15:55,SHELL,class java.lang.Integer,1000,104767,100823,818497
28/08/2016 22:15:55,SHELL,class java.lang.Integer,1000,105767,101822,409525
28/08/2016 22:15:55,SHELL,class java.lang.Integer,1000,105767,101822,1312132
28/08/2016 22:15:55,SHELL,class java.lang.String,100,88,87,337690
28/08/2016 22:15:55,SHELL,class java.lang.String,100,185,183,117988
28/08/2016 22:15:55,SHELL,class java.lang.String,100,285,282,128224
28/08/2016 22:15:55,SHELL,class java.lang.String,100,285,282,21303125
28/08/2016 22:15:55,SHELL,class java.lang.String,100,709,618,2222060
28/08/2016 22:15:55,SHELL,class java.lang.String,100,1826,1654,383759
28/08/2016 22:15:55,SHELL,class java.lang.String,100,3184,2993,516603
28/08/2016 22:15:55,SHELL,class java.lang.String,100,3184,2993,1277319
28/08/2016 22:15:55,SHELL,class java.lang.String,100,3511,3261,109780
28/08/2016 22:15:55,SHELL,class java.lang.String,100,4463,4158,299721
28/08/2016 22:15:55,SHELL,class java.lang.String,100,6190,5856,560561
28/08/2016 22:15:55,SHELL,class java.lang.String,100,6190,5856,17276738
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,7,6,10056
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,17,15,17893
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,17,15,4070957
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,32,23,12132
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,75,58,22452
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,75,58,817921
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,88,66,12024
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,114,89,18672
28/08/2016 22:15:55,SHELL,class java.lang.Integer,10,114,89,5691666
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,880,879,20253088
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,1841,1839,12263883
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,2829,2826,986815
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,3826,3822,3200970
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,4826,4821,1020500
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,4826,4821,3000419
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,9350,8465,9010592
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,18603,17041,38412817
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,53318,50906,80839702
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,65087,62617,12031976
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,66087,63616,366911
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,66087,63616,1060077
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,69381,66465,630704
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,78663,75187,3642367
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,104861,100990,9225795
28/08/2016 22:16:12,SHELL,class java.lang.Integer,1000,123148,119117,4957764
28/08/2016 22:16:13,SHELL,class java.lang.Integer,1000,124148,120116,188225
28/08/2016 22:16:13,SHELL,class java.lang.Integer,1000,124148,120116,2891179
28/08/2016 22:16:13,SHELL,class java.lang.String,100,88,87,1816318
28/08/2016 22:16:13,SHELL,class java.lang.String,100,185,183,3879038
28/08/2016 22:16:13,SHELL,class java.lang.String,100,285,282,3706426
28/08/2016 22:16:13,SHELL,class java.lang.String,100,285,282,4440285
28/08/2016 22:16:13,SHELL,class java.lang.String,100,709,618,201390
28/08/2016 22:16:13,SHELL,class java.lang.String,100,1826,1654,261704
28/08/2016 22:16:13,SHELL,class java.lang.String,100,3184,2993,344855
28/08/2016 22:16:13,SHELL,class java.lang.String,100,3184,2993,6752650
28/08/2016 22:16:13,SHELL,class java.lang.String,100,3494,3253,78134
28/08/2016 22:16:13,SHELL,class java.lang.String,100,4256,3993,185634
28/08/2016 22:16:13,SHELL,class java.lang.String,100,7251,6960,4926252
28/08/2016 22:16:13,SHELL,class java.lang.String,100,7251,6960,8820916
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,7,6,70683
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,17,15,10009
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,17,15,916877
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,32,23,8809
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,75,58,17124
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,75,58,730427
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,87,66,9480
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,125,97,16908
28/08/2016 22:16:13,SHELL,class java.lang.Integer,10,125,97,1879079
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,880,879,12903124
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,1841,1839,11445193
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,2829,2826,4171357
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,3826,3822,1137652
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,4826,4821,2697730
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,4826,4821,6833362
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,9350,8465,10228135
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,18603,17041,28132048
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,53318,50906,82155451
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,65087,62617,18482106
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,66087,63616,482548
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,66087,63616,1640421
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,69309,66416,916940
28/08/2016 22:17:19,SHELL,class java.lang.Integer,1000,78754,75371,2542120
28/08/2016 22:17:20,SHELL,class java.lang.Integer,1000,99478,95686,12415631
28/08/2016 22:17:20,SHELL,class java.lang.Integer,1000,100654,96857,335735
28/08/2016 22:17:20,SHELL,class java.lang.Integer,1000,101654,97856,303934
28/08/2016 22:17:20,SHELL,class java.lang.Integer,1000,101654,97856,1296225
28/08/2016 22:17:20,SHELL,class java.lang.String,100,88,87,306406
28/08/2016 22:17:20,SHELL,class java.lang.String,100,185,183,8451005
28/08/2016 22:17:20,SHELL,class java.lang.String,100,285,282,3218656
28/08/2016 22:17:20,SHELL,class java.lang.String,100,285,282,3940217
28/08/2016 22:17:20,SHELL,class java.lang.String,100,709,618,845190
28/08/2016 22:17:20,SHELL,class java.lang.String,100,1826,1654,317627
28/08/2016 22:17:20,SHELL,class java.lang.String,100,3184,2993,481169
28/08/2016 22:17:20,SHELL,class java.lang.String,100,3184,2993,6869062
28/08/2016 22:17:20,SHELL,class java.lang.String,100,3497,3267,98836
28/08/2016 22:17:20,SHELL,class java.lang.String,100,4372,4109,259425
28/08/2016 22:17:20,SHELL,class java.lang.String,100,5866,5576,5029590
28/08/2016 22:17:20,SHELL,class java.lang.String,100,5866,5576,6717353
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,7,6,48854
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,17,15,14772
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,17,15,4944580
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,32,23,11485
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,75,58,19513
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,75,58,3500450
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,87,65,172565
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,119,92,21445
28/08/2016 22:17:20,SHELL,class java.lang.Integer,10,119,92,3307747
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,880,879,22587801
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,1841,1839,9854852
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,2829,2826,1063045
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,3826,3822,2062836
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,4826,4821,904772
28/08/2016 22:17:25,SHELL,class java.lang.Integer,1000,4826,4821,2134215
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,9350,8465,26457446
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,18603,17041,21668642
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,53318,50906,38962302
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,65087,62617,11652060
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,66087,63616,497741
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,66087,63616,1647645
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,69161,66311,919268
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,78235,74975,2673082
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,97615,94105,11296595
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,98836,95317,391081
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,99838,96317,336480
28/08/2016 22:17:26,SHELL,class java.lang.Integer,1000,99838,96317,1253204
28/08/2016 22:17:26,SHELL,class java.lang.String,100,88,87,327684
28/08/2016 22:17:26,SHELL,class java.lang.String,100,185,183,5223507
28/08/2016 22:17:26,SHELL,class java.lang.String,100,285,282,1787810
28/08/2016 22:17:26,SHELL,class java.lang.String,100,285,282,3327188
28/08/2016 22:17:26,SHELL,class java.lang.String,100,709,618,234092
28/08/2016 22:17:26,SHELL,class java.lang.String,100,1826,1654,424047
28/08/2016 22:17:26,SHELL,class java.lang.String,100,3184,2993,702625
28/08/2016 22:17:26,SHELL,class java.lang.String,100,3184,2993,7444293
28/08/2016 22:17:26,SHELL,class java.lang.String,100,3457,3226,81963
28/08/2016 22:17:26,SHELL,class java.lang.String,100,4328,4051,1447899
28/08/2016 22:17:26,SHELL,class java.lang.String,100,6568,6249,655319
28/08/2016 22:17:26,SHELL,class java.lang.String,100,6568,6249,2284112
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,7,6,49609
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,17,15,10009
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,17,15,19630707
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,32,23,12121
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,75,58,19441
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,75,58,3317000
28/08/2016 22:17:26,SHELL,class java.lang.Integer,10,85,65,10332
